Symbol,Company Name,Sector Index
JAYANT,JAYANT INFRATECH LIMITED,
VEERKRUPA,Veerkrupa Jewellers Limited,NIFTY CONSUMER DURABLES
HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED,NIFTY FMCG
DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMITED,NIFTY CHEMICALS
MOHEALTH,Motilal Oswal Mutual Fund,
MOM30IETF,ICICI Prudential Mutual Fund,
HDFCNIF100,HDFC Mutual Fund,
HDFCNEXT50,HDFC Mutual Fund,
INFRAIETF,ICICI Prudential Mutual Fund,
SYRMA,Syrma SGS Technology Limited,
NIFTYQLITY,Aditya Birla Sun Life Mutual Fund,
MOMENTUM,Aditya Birla Sun Life Mutual Fund,
MOVALUE,Motilal Oswal Mutual Fund,
MOQUALITY,Motilal Oswal Mutual Fund,
OLATECH,Olatech Solutions Limited,NIFTY IT
NATURO,NATURO INDIABULL LIMITED,NIFTY FMCG
RHETAN,Rhetan TMT Limited,
DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,NIFTY SERVICES
DBOL,Dhampur Bio Organics Limited,NIFTY FMCG
DPL,DIPNA PHARMACHEM LIMITED,NIFTY PHARMA
EPBIO,EP BIOCOMPOSITES LIMITED,
TMB,Tamilnad Mercantile Bank Limited,NIFTY FINANCIAL SERVICES
VOEPL,Virtuoso Optoelectronics Limited,NIFTY CONSUMER DURABLES
SISL,SHANTIDOOT INFRA SERVICES LIMITED,NIFTY REALTY
KSOLVES,Ksolves India Limited,NIFTY IT
HARSHA,Harsha Engineers International Limited,
HDFCQUAL,HDFC Mutual Fund,
CONTAINE,CONTAINE TECHNOLOGIES LIMITED,
HDFCGROWTH,HDFC Mutual Fund,
HDFCVALUE,HDFC Mutual Fund,
MAFIA,MAFIA TRENDS LIMITED,NIFTY SERVICES
TIPSFILMS,Tips Films Limited,NIFTY MEDIA
SRSOLTD,SILICON RENTAL SOLUTIONS LIMITED,NIFTY SERVICES
TLL,Trident Lifeline Limited,NIFTY PHARMA
REETECH,REETECH INTERNATIONAL LIMITED,NIFTY ENERGY
CARGOTRANS,Cargotrans Maritime Limited,NIFTY SERVICES
CNCRD,Concord Control Systems Limited,
INA,INSOLATION ENERGY LIMITED,
CARGOSOL,Cargosol Logistics Limited,NIFTY SERVICES
STML,STEELMAN TELECOM LIMITED,NIFTY TELECOM
VEDANTASSET,VEDANT ASSET LIMITED,NIFTY FINANCIAL SERVICES
EMIL,Electronics Mart India Limited,NIFTY SERVICES
HDFCLOWVOL,HDFC Mutual Fund,
HDFCMOMENT,HDFC Mutual Fund,
PPLPHARMA,PIRAMAL PHARMA LIMITED,NIFTY PHARMA
DCI,Dc Infotech and Communication Limited,NIFTY IT
PACE,PACE E-COMMERCE VENTURES LIMITED,NIFTY SERVICES
TRACXN,Tracxn Technologies Limited,NIFTY SERVICES
NARMADA,Narmada Agrobase Limited,NIFTY FMCG
INFOBEAN,InfoBeans Technologies Limited,NIFTY IT
HPIL,HINDPRAKASH INDUSTRIES LIMITED,NIFTY CHEMICALS
DCXINDIA,DCX Systems Limited,
DAPS,DAPS ADVERTISING LIMITED,NIFTY MEDIA
FUSION,FUSION FINANCE LIMITED,NIFTY FINANCIAL SERVICES
BIKAJI,Bikaji Foods International Limited,NIFTY FMCG
MEDANTA,Global Health Limited,NIFTY PHARMA
TECHNOPACK,Technopack Polymers Limited,NIFTY CONSUMER DURABLES
ACI,Archean Chemical Industries Limited,NIFTY CHEMICALS
FIVESTAR,Five-Star Business Finance Ltd.,NIFTY FINANCIAL SERVICES
KAYNES,KAYNES TECHNOLOGY INDIA LIMITED,
HDFCNIFIT,HDFC Mutual Fund,
HDFCPVTBAN,HDFC Mutual Fund,
INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED,
BBTCL,B&B Triplewall Containers Limited,
RUSTOMJEE,Keystone Realtors Limited,NIFTY REALTY
VINNY,VINNY OVERSEAS LIMITED,
AAATECH,AAA TECHNOLOGIES LIMITED,NIFTY SERVICES
FINIETF,ICICI Prudential Mutual Fund,
AMBOAGRI,AMBO AGRITEC LIMITED,NIFTY FMCG
SIRCA,Sirca Paints India Limited,NIFTY CONSUMER DURABLES
DHARMAJ,Dharmaj Crop Guard Limited,NIFTY CHEMICALS
SARVESHWAR,Sarveshwar Foods Limited,NIFTY FMCG
UNIPARTS,Uniparts India Limited,NIFTY AUTO
GARGI,PNGS GARGI FASHION JEWELLERY LIMITED,NIFTY CONSUMER DURABLES
COMMOIETF,ICICI Prudential Mutual Fund,
SULA,Sula Vineyards Limited,NIFTY FMCG
AFSL,ABANS FINANCIAL SERVICES LIMITED,NIFTY FINANCIAL SERVICES
DRONACHRYA,Droneacharya Aerial Innovations Limited,NIFTY SERVICES
LANDMARK,LANDMARK CARS LIMITED,NIFTY AUTO
IEL,Indiabulls Enterprises Limited,NIFTY SERVICES
KFINTECH,KFin Technologies Limited,NIFTY FINANCIAL SERVICES
ELIN,Elin Electronics Limited,NIFTY CONSUMER DURABLES
RADIANTCMS,Radiant Cash Management Services Limited,NIFTY SERVICES
AVEER,Aveer Foods Limited,NIFTY FMCG
BANKETFADD,DSP Mutual Fund,
SAH,Sah Polymers Limited,
REXSEAL,Rex Sealing and Packing Industries Limited,
SVS,SVS VENTURES LIMITED,NIFTY REALTY
LOGICA,LOGICA INFOWAY LIMITED,NIFTY SERVICES
KAMOPAINTS,Kamdhenu Ventures Limited,NIFTY CONSUMER DURABLES
AARTIPHARM,Aarti Pharmalabs Limited,NIFTY PHARMA
DHARNI,DHARNI CAPITAL SERVICES LIMITED,NIFTY FINANCIAL SERVICES
TRANSVOY,TRANSVOY LOGISTICS INDIA LIMITED,NIFTY SERVICES
EARTH,Earthstahl & Alloys Limited,
ASHIKA,Ashika Credit Capital Ltd.,NIFTY FINANCIAL SERVICES
BTML,BODHI TREE MULTIMEDIA LIMITED,NIFTY MEDIA
NSLNISP,NMDC Steel Limited,NIFTY METAL
INDONG,INDONG TEA COMPANY LIMITED,NIFTY FMCG
HDFCBSE500,HDFC Mutual Fund,
HDFCSML250,HDFC Mutual Fund,
HDFCMID150,HDFC Mutual Fund,
SEALMATIC,Sealmatic India Limited,
ROBU,Macfos Limited,NIFTY SERVICES
PATRON,Patron Exim Limited,NIFTY CHEMICALS
SVJ,S.V.J.ENTERPRISES LIMITED,
AMANAYA,AMANAYA VENTURES LIMITED,NIFTY METAL
RESGEN,RESGEN LIMITED,NIFTY ENERGY
ITCONS,ITCONS E-Solutions Limited,NIFTY SERVICES
AIRAN,AIRAN LIMITED,NIFTY IT
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,NIFTY AUTO
PCL,PROSPECT CONSUMER PRODUCTS LIMITED,NIFTY FMCG
PSUBNKIETF,ICICI Prudential Mutual Fund,
SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LIMITED,NIFTY CHEMICALS
GSLSU,Global Surfaces Limited,NIFTY CONSUMER DURABLES
LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITED,
BRIGHT,Bright Outdoor Media Limited,NIFTY MEDIA
COMMAND,Command Polymers Limited,
DEVLAB,Dev Labtech Venture Limited,NIFTY CONSUMER DURABLES
AXSENSEX,Axis Mutual Fund,
LOWVOL,Mirae Asset Mutual Fund,
JAFINANCE,J.A. Finance Limited,NIFTY FINANCIAL SERVICES
USK,Udayshivakumar infra Limited,
MAIDEN,Maiden Forgings Limited,
EXHICON,Exhicon Events Media Solutions Limited,NIFTY SERVICES
AVALON,Avalon Technologies Limited,
SANCODE,Sancode Technologies Limited,NIFTY IT
BLAL,BEML Land Assets Limited,NIFTY FINANCIAL SERVICES
RHL,ROBUST HOTELS LIMITED,NIFTY SERVICES
RETINA,Retina Paints Limited,NIFTY CONSUMER DURABLES
MANKIND,Mankind Pharma Limited,NIFTY PHARMA
INNOKAIZ,INNOKAIZ INDIA LIMITED,NIFTY MEDIA
AVG,AVG Logistics Limited,NIFTY SERVICES
ATALREAL,Atal Realtech Limited,NIFTY REALTY
PIGL,Power & Instrumentation (Gujarat) Limited,
SWATIPRO,Swati Projects Limited,NIFTY FINANCIAL SERVICES
PAVNAIND,Pavna Industries Limited,NIFTY AUTO
HSIL,Hemant Surgical Industries Limited,NIFTY PHARMA
SIGMA,SIGMA SOLVE LIMITED,NIFTY IT
GHCLTEXTIL,GHCL Textiles Limited,
MKPL,M.K.Proteins Limited,NIFTY FMCG
CFF,CFF FLUID CONTROL LIMITED,
COMRADE,Comrade Appliances Limited,NIFTY CONSUMER DURABLES
IKIO,IKIO Technologies Limited,NIFTY CONSUMER DURABLES
SONALIS,Sonalis Consumer Products Limited,NIFTY FMCG
BIZOTIC,Bizotic Commercial Limited,
ASIAN,Asian Warehousing Limited,NIFTY SERVICES
COSMICCRF,Cosmic CRF Limited,
HMAAGRO,HMA Agro Industries Limited,NIFTY FMCG
URAVIDEF,Uravi Defence and Technology Limited,NIFTY AUTO
VEEFIN,VEEFIN SOLUTIONS LIMITED,NIFTY IT
IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,
CYIENTDLM,Cyient DLM Limited,
MACIND,Machhar Industries Limited,NIFTY CHEMICALS
ITETFADD,DSP Mutual Fund,
SENCO,Senco Gold Limited,NIFTY CONSUMER DURABLES
ALPHAIND,ALPHALOGIC INDUSTRIES LIMITED,
ACCELERATE,ACCELERATEBS INDIA LIMITED,NIFTY IT
KAKA,Kaka Industries Limited,
JIOFIN,Jio Financial Services Limited,NIFTY FINANCIAL SERVICES
AHASOLAR,AHASOLAR TECHNOLOGIES LIMITED,NIFTY SERVICES
UTKARSHBNK,UTKARSH SMALL FINANCE BANK LIMITED,NIFTY FINANCIAL SERVICES
ASARFI,ASARFI HOSPITAL LIMITED,NIFTY PHARMA
BANKETF,Mirae Asset Mutual Fund,
NETWEB,NETWEB TECHNOLOGIES INDIA LIMITED,NIFTY IT
SENSEXADD,DSP Mutual Fund,
PSUBANKADD,DSP Mutual Fund,
PVTBANKADD,DSP Mutual Fund,
YATHARTH,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,NIFTY PHARMA
NIITMTS,NIIT Learning Systems Limited,NIFTY SERVICES
KHAZANCHI,Khazanchi Jewellers Limited,NIFTY CONSUMER DURABLES
ATL,Allcargo Terminals Limited,NIFTY SERVICES
TREL,Transindia Real Estate Limited,NIFTY SERVICES
QUAL30IETF,ICICI Prudential Mutual Fund,
REDTAPE,REDTAPE Limited,NIFTY CONSUMER DURABLES
VLEGOV,VL E-Governance & IT Solutions Limited,NIFTY IT
SBFC,SBFC Finance Limited,NIFTY FINANCIAL SERVICES
CONCORDBIO,Concord Biotech Limited,NIFTY PHARMA
DPWIRES,D.P. WIRES LIMITED,
SHELTER,SHELTER PHARMA LIMITED,NIFTY PHARMA
TVSSCS,TVS Supply Chain Solutions Limited,NIFTY SERVICES
PYRAMID,Pyramid Technoplast Limited,
SHOORA,Shoora Designs Limited,NIFTY CONSUMER DURABLES
BONDADA,Bondada Engineering Limited,NIFTY TELECOM
AEROFLEX,Aeroflex Industries Limited,
VPRPL,VISHNU PRAKASH R PUNGLIA LIMITED,
NIFMID150,UTI Mutual Fund,
SHRAAITECH,Shradha AI Technologies Limited,NIFTY IT
RISHABH,Rishabh Instruments Limited,
RATNAVEER,Ratnaveer Precision Engineering Limited,
KAHAN,Kahan Packaging Limited,
JLHL,Jupiter Life Line Hospitals Limited,NIFTY PHARMA
RRKABEL,R R KABEL LIMITED,
QUESTFLOW,QUEST FLOW CONTROLS LIMITED,
EMSLIMITED,EMS LIMITED,
SAMHI,Samhi Hotels Limited,NIFTY SERVICES
ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES LIMITED,NIFTY IT
SOUTHWEST,South West Pinnacle Exploration Limited,NIFTY SERVICES
NUVAMA,Nuvama Wealth Management Limited,NIFTY FINANCIAL SERVICES
KALAMANDIR,Sai Silks (Kalamandir) Limited,NIFTY SERVICES
SIGNATURE,SIGNATUREGLOBAL (INDIA) LIMITED,NIFTY REALTY
TECHKGREEN,TECHKNOWGREEN SOLUTIONS LIMITED,NIFTY SERVICES
YATRA,YATRA ONLINE LIMITED,NIFTY SERVICES
ARCL,ARCL Organics Ltd,NIFTY CHEMICALS
JSWINFRA,JSW Infrastructure Limited,NIFTY SERVICES
MVGJL,MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,NIFTY CONSUMER DURABLES
UDS,Updater Services Limited,NIFTY SERVICES
ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMITED,
VALIANTLAB,Valiant Laboratories Limited,NIFTY PHARMA
SENSEXETF,Mirae Asset Mutual Fund,
CCAL,CITY CROPS AGRO LIMITED,NIFTY FMCG
SUNITATOOL,Sunita Tools Limited,
VIVAA,Vivaa Tradecom Limited,
PLAZACABLE,Plaza Wires Limited,
IRMENERGY,IRM ENERGY LIMITED,NIFTY ENERGY
ITETF,Mirae Asset Mutual Fund,
ALPHAETF,Mirae Asset Mutual Fund,
MAXESTATES,Max Estates Limited,NIFTY REALTY
BLUEJET,Blue Jet Healthcare Limited,NIFTY PHARMA
VPL,Vrundavan Plantation Limited,NIFTY SERVICES
CELLO,Cello World Limited,NIFTY CONSUMER DURABLES
KKSHL,KK Shah Hospitals Limited,NIFTY PHARMA
HONASA,Honasa Consumer Limited,NIFTY FMCG
MISHDESIGN,Mish Designs Limited,
ESAFSFB,ESAF Small Finance Bank Ltd,NIFTY FINANCIAL SERVICES
PROTEAN,Protean eGov Technologies Limited,NIFTY IT
ASKAUTOLTD,ASK Automotive Limited,NIFTY AUTO
KALYANI,Kalyani Cast-Tech Limited,
ARROWHEAD, Arrowhead Seperation Engineering Limited,
IREDA,Indian Renewable Energy Development Agency Limited,NIFTY FINANCIAL SERVICES
FEDFINA,Fedbank Financial Services Limited,NIFTY FINANCIAL SERVICES
TATATECH,Tata Technologies Limited,NIFTY IT
GANDHAR,Gandhar Oil Refinery (India) Limited,NIFTY ENERGY
FLAIR,Flair Writing Industries Limited,NIFTY FMCG
SPL,Swashthik Plascon Limited,
DEEPAKCHEM,DEEPAK CHEMTEX LIMITED,NIFTY CHEMICALS
AMIC,Amic Forging Limited,
BAJEL,Bajel Projects Limited,
INDIASHLTR,India Shelter Finance Corporation Limited,NIFTY FINANCIAL SERVICES
DOMS,DOMS Industries Limited,NIFTY FMCG
INOXINDIA,INOX India Limited,
SIYARAM,Siyaram Recycling Industries Limited,
BENCHMARK,Benchmark Computer Solutions Limited,NIFTY IT
MOTISONS,Motisons Jewellers Limited,NIFTY CONSUMER DURABLES
SURAJEST,Suraj Estate Developers Limited,NIFTY REALTY
MUTHOOTMF,Muthoot Microfin Limited,NIFTY FINANCIAL SERVICES
SMARITIME,Sahara Maritime Limited,NIFTY SERVICES
HAPPYFORGE,Happy Forgings Limited,
MUFTI,Credo Brands Marketing Limited,NIFTY SERVICES
SHANTIDENM,SHANTI SPINTEX LIMITED,
RBZJEWEL,RBZ Jewellers Limited,NIFTY CONSUMER DURABLES
AZAD,Azad Engineering Limited,
SUNCLAY,SUNDARAM-CLAYTON LIMITED,NIFTY AUTO
INNOVACAP,INNOVA CAPTAB LIMITED,NIFTY PHARMA
AIKPIPES,AIK Pipes and Polymers Limited,
MCPL,Manoj Ceramic Limited,NIFTY CONSUMER DURABLES
SBVCL,Shri Balaji Valve Components Limited,
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,NIFTY SERVICES
SHILINDORE,Sayaji Hotels (Indore) Limited,NIFTY SERVICES
JYOTICNC,Jyoti CNC Automation Limited,
SWANAGRO,New Swan Multitech Limited,NIFTY AUTO
SHREE,Shree Marutinandan Tubes Limited,
MEDIASSIST,Medi Assist Healthcare Services Limited,NIFTY FINANCIAL SERVICES
SHPLPUNE,Sayaji Hotels (Pune) Limited,NIFTY SERVICES
QLL,Qualitek Labs Limited,NIFTY SERVICES
NIFTYBETF,Bajaj Finserv Mutual Fund,
BANKBETF,Bajaj Finserv Mutual Fund,
EUPHORIAIT,Euphoria Infotech (India) Limited,NIFTY IT
EPACK,EPACK Durable Limited,NIFTY CONSUMER DURABLES
NOVAAGRI,Nova Agritech Limited,NIFTY CHEMICALS
BRISK,Brisk Technovision Limited,NIFTY IT
NIFITETF,UTI Mutual Fund,
HARSHDEEP,HARSHDEEP HORTICO LIMITED,NIFTY FMCG
MCFL,Mayank Cattle Food Limited,NIFTY FMCG
BLSE,BLS E-Services Limited,NIFTY IT
GPSL,Gabriel Pet Straps Limited,
HEALTHADD,DSP Mutual Fund,
HDFCPSUBK,HDFC Mutual Fund,
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NIFTY SERVICES
JGTL,JASCH GAUGING TECHNOLOGIES LIMITED,
SIGNPOST,Signpost India Limited,NIFTY MEDIA
JSFB,JANA SMALL FINANCE BANK LIMITED,NIFTY FINANCIAL SERVICES
RPTECH,Rashi Peripherals Limited,NIFTY IT
CAPITALSFB,Capital Small Finance Bank Ltd,NIFTY FINANCIAL SERVICES
RUDRAGAS,Rudra Gas Enterprise Limited,
ENTERO,Entero Healthcare Solutions Limited,NIFTY SERVICES
LICNMID100,LIC Mutual Fund,
VSTL,VIBHOR STEEL TUBES LIMITED,
JUNIPER,Juniper Hotels Limited,NIFTY SERVICES
SMALLCAP,Mirae Asset Mutual Fund,
GPTHEALTH,GPT Healthcare Limited,NIFTY PHARMA
EXICOM,EXICOM TELE-SYSTEMS LIMITED,
PLATIND,Platinum Industries Limited,NIFTY CHEMICALS
MUKKA,Mukka Proteins Limited,NIFTY FMCG
RKSWAMY,R K Swamy Limited,NIFTY MEDIA
JGCHEM,J.G.Chemicals Limited,NIFTY CHEMICALS
KOURA,KOURA FINE DIAMOND JEWELRY LIMITED,NIFTY CONSUMER DURABLES
GOPAL,Gopal Snacks Limited,NIFTY FMCG
PESB,Pune E - Stock Broking Limited,NIFTY FINANCIAL SERVICES
SCILAL,Shipping Corporation of India Land and Assets Limited,NIFTY FINANCIAL SERVICES
ROYAL,Royal Sense Limited,NIFTY PHARMA
PVSL,Popular Vehicles and Services Limited,NIFTY AUTO
KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED,NIFTY SERVICES
KPGEL,KP GREEN ENGINEERING LIMITED,
CHATHA,CHATHA FOODS LIMITED,NIFTY FMCG
GCONNECT,Gconnect Logitech and Supply Chain Limited,NIFTY SERVICES
VRUDDHI,Vruddhi Engineering Works Limited,
SRM,SRM CONTRACTORS LIMITED,
JAYKAILASH,Jay Kailash Namkeen Limited,NIFTY FMCG
DPABHUSHAN,D P ABHUSHAN LIMITED,NIFTY CONSUMER DURABLES
BHARTIHEXA,Bharti Hexacom Limited,NIFTY TELECOM
GVL,Greenhitech Ventures Limited,NIFTY ENERGY
FAALCON,Faalcon Concepts Limited,
SHIVAM,SHIVAM CHEMICALS LIMITED,NIFTY FMCG
EMMFORCE,EMMFORCE AUTOTECH LIMITED,NIFTY AUTO
JNKINDIA,JNK India Limited,
VARYAA,VARYAA CREATIONS LIMITED,NIFTY CONSUMER DURABLES
AMKAY,Amkay Products Limited,NIFTY PHARMA
SAI,Sai Swami Metals and Alloys Limited,NIFTY CONSUMER DURABLES
STAL,Storage Technologies and Automation Limited,
INDGN,Indegene Limited,NIFTY PHARMA
FTL,Finelistings Technologies Limited,NIFTY SERVICES
TBOTEK,TBO TEK LIMITED,NIFTY SERVICES
TGIF,TGIF AGRIBUSINESS LIMITED,NIFTY FMCG
AADHARHFC,Aadhar Housing Finance Limited,NIFTY FINANCIAL SERVICES
AZTEC,Aztec Fluids & Machinery Limited,NIFTY IT
PIOTEX,PIOTEX INDUSTRIES LIMITED,
GODIGIT,Go Digit General Insurance Limited,NIFTY FINANCIAL SERVICES
MIDSMALL,Mirae Asset Mutual Fund,
AWFIS,Awfis Space Solutions Limited,NIFTY SERVICES
ASSOCIATED,Associated Coaters Limited,
BOROSCI,Borosil Scientific Limited,
ADTECH,ADTECH SYSTEMS LIMITED,
TOTEM,Forbes Precision Tools and Machine Parts Limited,
KRONOX,KRONOX LAB SCIENCES LIMITED,NIFTY CHEMICALS
MAGENTA,Magenta Lifecare Limited,NIFTY CONSUMER DURABLES
SATTRIX,SATTRIX INFORMATION SECURITY LIMITED,NIFTY IT
3CIT,3C IT Solutions and Telecoms (India) Limited,NIFTY IT
PURPLEFIN,Purple Finance Limited,NIFTY FINANCIAL SERVICES
IXIGO,Le Travenues Technology Limited,NIFTY SERVICES
MID150CASE,Zerodha Mutual Fund,
TOP100CASE,Zerodha Mutual Fund,
COTFAB,United Cotfab Limited,
BBNPNBETF,BARODA BNP PARIBAS MUTUAL FUND,
RETAIL,JHS SVENDGAARD RETAIL VENTURES LIMITED,NIFTY SERVICES
DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,
GEMENVIRO,GEM Enviro Management Limited,
AFIL,Akme Fintrade (India) Limited,NIFTY FINANCIAL SERVICES
DFPL,DINDIGUL FARM PRODUCT LIMITED,NIFTY FMCG
STANLEY,STANLEY LIFESTYLES LIMITED,NIFTY CONSUMER DURABLES
ABDL,Allied Blenders and Distillers Limited,NIFTY FMCG
VRAJ,VRAJ IRON AND STEEL LIMITED,NIFTY METAL
NPL,National Peroxide Limited,NIFTY CHEMICALS
RELIABLE,Reliable Data Services Limited,NIFTY FINANCIAL SERVICES
BANSALWIRE,Bansal Wire Industries Limited,
EMCURE,Emcure Pharmaceuticals Limited,NIFTY PHARMA
EVINDIA,Mirae Asset Mutual Fund,
ACLD,AELEA COMMODITIES LIMITED,NIFTY FMCG
THREEMPAPE,THREE M PAPER BOARDS LIMITED,
SBINEQWETF,SBI Mutual Fund,
OILIETF,ICICI Prudential Mutual Fund,
SANSTAR,SANSTAR LIMITED,NIFTY FMCG
ABSLPSE,Aditya Birla Sun Life Mutual Fund,
VVIPIL,VVIP Infratech Limited,
CTLLAB,Clinitech Laboratory Limited,NIFTY PHARMA
KIZI,Kizi Apparels Limited,
AKUMS,Akums Drugs and Pharmaceuticals Limited,NIFTY PHARMA
CEIGALL,Ceigall India Limited,
AFCOM,Afcom Holdings Limited,NIFTY SERVICES
OLAELEC,Ola Electric Mobility Limited,NIFTY AUTO
FIRSTCRY,Brainbees Solutions Limited,NIFTY SERVICES
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,NIFTY IT
METALIETF,ICICI Prudential Mutual Fund,
SSDL,SARASWATI SAREE DEPOT LIMITED,
BROACH,BROACH LIFECARE HOSPITAL LIMITED,NIFTY PHARMA
INTERARCH,Interarch Building Solutions Limited,
MFML,Mahalaxmi Fabric Mills Limited,
GLOBALE,Globale Tessile Limited,
ORIENTTECH,Orient Technologies Limited,NIFTY IT
RAL,Resourceful Automobile Limited,NIFTY AUTO
RAPID,RAPID MULTIMODAL LOGISTICS LIMITED,NIFTY SERVICES
PREMIERENE,Premier Energies Limited,
ECOSMOBLTY,ECOS (India) Mobility & Hospitality Limited,NIFTY SERVICES
RAYMONDLSL,Raymond Lifestyle Limited,
MULTICAP,Mirae Asset Mutual Fund,
TRAVELS,Travels & rentals Limited,NIFTY SERVICES
STYLEBAAZA,Baazar Style Retail Limited,NIFTY SERVICES
GALAPREC,Gala Precision Engineering Limited,
NHL,Naturewings Holidays Limited,NIFTY SERVICES
RVTH,Revathi Equipment India Limited,
TOP10ADD,DSP Mutual Fund,
MCEL,MACH CONFERENCES AND EVENTS LIMITED,NIFTY SERVICES
BALAJEE,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,
SANOFICONR,Sanofi Consumer Healthcare India Limited,NIFTY PHARMA
SSL,Share Samadhan Limited,NIFTY FINANCIAL SERVICES
BAJAJHFL,Bajaj Housing Finance Limited,NIFTY FINANCIAL SERVICES
KROSS,Kross Limited,NIFTY AUTO
TOLINS,Tolins Tyres Limited,NIFTY AUTO
PNGJL,P N GADGIL JEWELLERS LIMITED,NIFTY CONSUMER DURABLES
SAFE,Sodhani Academy of Fintech Enablers Limited,NIFTY SERVICES
WCIL,Western Carriers (India) Limited,NIFTY SERVICES
PFL,POPULAR FOUNDATIONS LIMITED,
NORTHARC,Northern Arc Capital Ltd.,NIFTY FINANCIAL SERVICES
ARKADE,ARKADE DEVELOPERS LIMITED,NIFTY REALTY
MANBA,Manba Finance Limited,NIFTY FINANCIAL SERVICES
KRN,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,
DIFFNKG,Diffusion Engineers Limited,
NEXXUS,Nexxus Petro Industries Limited,NIFTY CHEMICALS
BANKPSU,Mirae Asset Mutual Fund,
SUBAM,SUBAM PAPERS LIMITED,
METAL,Mirae Asset Mutual Fund,
NPFL,NEOPOLITAN PIZZA AND FOODS LIMITED,NIFTY FMCG
KGVL,Khyati Global Ventures Limited,NIFTY SERVICES
GARUDA,Garuda Construction and Engineering Limited,
SHIVTEXCHEM,SHIV TEXCHEM LIMITED,NIFTY CHEMICALS
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,NIFTY FMCG
HYUNDAI,HYUNDAI MOTOR INDIA LIMITED,NIFTY AUTO
VAL30IETF,ICICI Prudential Mutual Fund,
DBEIL,Deepak Builders and Engineers India Limited,
WAAREEENER,Waaree Energies Limited,
OCCLLTD,OCCL Limited,NIFTY CHEMICALS
GODAVARIB,Godavari Biorefineries Limited,NIFTY FMCG
AFCONS,Afcons Infrastructure Limited,
ABINFRA,A B INFRABUILD LIMITED,
SAGILITY,Sagility India Limited,NIFTY IT
ACMESOLAR,ACME Solar Holdings Limited,
SWIGGY,SWIGGY LIMITED,NIFTY SERVICES
NIVABUPA,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,NIFTY FINANCIAL SERVICES
MANGALCOMP,Mangal Compusolution Limited,NIFTY SERVICES
BLACKBUCK,ZINKA LOGISTICS SOLUTIONS LIMITED,NIFTY SERVICES
NTPCGREEN,NTPC GREEN ENERGY LIMITED,
EIEL,ENVIRO INFRA ENGINEERS LIMITED,
RAJESH,RAJESH POWER SERVICES LIMITED ,
ONESOURCE,Onesource Specialty Pharma Limited,NIFTY PHARMA
SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,NIFTY PHARMA
ROSSTECH,Rossell Techsys Limited,
NISUS,NISUS FINANCE SERVICES CO LIMITED,NIFTY FINANCIAL SERVICES
ODIGMA,Odigma Consultancy Solutions Limited,NIFTY IT
INNOVANA,Innovana Thinklabs Limited,NIFTY IT
TTC,TOSS THE COIN LIMITED,NIFTY MEDIA
JUNGLECAMP,JUNGLE CAMPS INDIA LIMITED,NIFTY SERVICES
MOBIKWIK,One Mobikwik Systems Limited,NIFTY FINANCIAL SERVICES
SAILIFE,Sai Life Sciences Limited,NIFTY PHARMA
VMM,Vishal Mega Mart Limited,NIFTY SERVICES
HILLTONE,Hilltone Software and Gases Ltd,NIFTY CHEMICALS
IKS,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,NIFTY IT
YASHHV,Yash Highvoltage Limited,
IGIL,International Gemmological Institute India Limited,NIFTY SERVICES
HAMPS,HAMPS BIO LIMITED,NIFTY FMCG
NACDAC,NACDAC Infrastructure Limited,
SANATHAN,Sanathan Textiles Limited,
CEWATER,Concord Enviro Systems Limited,
DAMCAPITAL,DAM Capital Advisors Limited,NIFTY FINANCIAL SERVICES
TRANSRAILL,Transrail Lighting Limited,
MAMATA,MAMATA MACHINERY LIMITED,
SENORES,SENORES PHARMACEUTICALS LIMITED,NIFTY PHARMA
CARRARO,CARRARO INDIA LIMITED,NIFTY AUTO
VENTIVE,Ventive Hospitality Limited,NIFTY SERVICES
UNIMECH,Unimech Aerospace and Manufacturing Limited,
CONSUMER,Mirae Asset Mutual Fund,
CITICHEM,Citichem India Limited,NIFTY CHEMICALS
ITCHOTELS,ITC Hotels Limited,NIFTY SERVICES
